0.302338,0.337385,2.069212,3.129868,4.531005,36.187145,6.453629,3.764907,5.676285,8.920170,20.727776,28.926491,17.389080,7.426651,10.421730,12.515951,29.341496,21.698326,11.075190,4.267605,3.346114,8.173439,17.791508,4.473422,2.752889,1.756039,2.760410,3.430690,3.596246,2.177862,2.911234,1.162110,0.561529,1.686341,1.907604,1.479373,0.894968,1.041590,2.830577,0.281403,0.566784,0.940199,1.136092,0.600252,1.082849,1.674296,2.659572,1.623125,2.061053,0.837993,2.919877,0.476542,1.860515,2.569971,0.961855,0.651424,2.564312,2.178973,3.237944,0.535521,1.915852,1.061623,0.933169
2.034744,3.181388,2.630023,3.627197,4.829110,28.705038,7.583845,4.418746,2.165771,5.130378,17.830770,21.055372,14.290671,5.283603,6.359671,8.439663,17.040020,18.748196,10.698675,6.118261,6.395110,9.703806,16.798969,9.948993,4.853305,2.388575,0.902131,2.288731,2.619395,1.286982,0.506851,0.634814,0.572907,0.972241,0.436736,0.940859,0.184034,0.780892,0.590113,1.097634,0.954038,1.139731,0.544183,0.802679,0.876927,0.130536,0.784527,0.796507,0.594633,0.994992,0.926229,0.924971,1.273964,0.183777,0.103719,0.369774,0.298112,1.080720,0.716333,0.872236,0.832593,0.417351,0.502411
4.244274,2.817622,4.140338,7.197529,8.126666,29.469086,11.909075,9.885251,8.871673,13.504319,27.896564,20.579800,9.689273,1.716208,1.864145,8.669221,31.500309,17.005369,12.395490,6.264500,5.645429,5.177884,15.722636,7.486295,4.503369,2.953436,2.623347,0.918867,5.157785,0.962114,0.820428,1.303355,1.435088,0.561653,1.534882,0.472510,1.568896,0.774244,2.582117,1.905848,1.266815,0.489232,0.875010,0.715757,2.671234,1.198655,1.384372,1.258906,0.640988,0.131178,2.214614,1.494566,1.393043,2.245452,1.064198,1.005523,1.144487,1.373444,0.954164,2.977042,1.454125,2.450359,1.194855
3.448867,1.162529,1.751309,1.790156,1.605049,41.625999,11.324287,6.035760,8.076385,10.761780,22.188162,29.193249,20.741865,5.588629,8.738429,13.556476,26.852804,26.113199,12.694191,7.052258,5.786806,9.827884,22.943789,7.612116,5.867938,5.384936,4.347083,6.034549,5.260902,4.391706,2.243789,2.158693,0.965254,1.573299,1.148986,0.981337,0.741142,0.717754,1.614739,1.362385,1.953934,0.759520,1.547907,1.703427,0.762134,1.827113,1.691918,1.763879,1.037943,2.495038,1.489880,1.089225,0.350598,1.834063,2.319296,0.421011,1.019104,0.967546,2.022548,0.870435,1.349380,1.970113,1.436121
2.907597,2.933751,1.200191,4.346503,8.019878,35.885891,9.574239,2.331467,3.767892,6.970035,23.859287,28.400879,19.675457,7.871782,11.800023,16.637774,41.641438,20.532890,12.674086,5.829566,7.240552,10.620484,22.599226,6.454405,2.965436,0.996627,0.598855,2.737804,5.689097,2.581102,1.559332,0.323554,1.035895,1.640733,0.853334,0.667484,0.751742,0.779711,0.417975,0.252970,0.640283,0.144748,1.118705,0.723356,0.337607,0.614156,0.797395,0.622664,1.021022,0.390369,0.525951,0.136477,0.366211,0.769926,0.483407,0.625929,0.613451,0.557387,0.390490,0.543739,1.088839,0.372379,0.595077
1.419294,1.249495,1.373184,1.220268,2.065648,37.497341,7.652946,1.232597,0.452590,1.757443,5.491026,41.472469,14.415697,5.837759,4.650741,4.119090,12.415090,45.222782,14.324900,7.117956,3.333398,5.464261,5.446305,8.797887,4.152470,2.788431,1.413090,0.958086,0.801318,2.403909,2.137304,1.398407,1.368435,0.797690,0.841968,0.850734,0.820575,0.840772,1.103626,0.932515,1.458331,0.794853,0.807915,0.665308,1.049774,1.037903,0.735183,0.614536,0.940493,0.445151,1.043897,0.756963,0.481782,0.386683,1.294578,1.038643,0.874411,1.134228,0.671759,0.614598,0.756845,0.381069,0.784880
1.358634,1.935220,1.557278,3.685675,7.850061,31.379471,11.686321,6.264749,7.998816,11.569325,25.225870,23.295244,9.917691,3.786571,1.558604,6.090434,24.647341,24.440485,12.524242,7.202443,4.936080,4.207240,12.284359,10.720000,6.139371,4.805907,3.747722,2.519257,4.159593,1.787849,2.745947,2.129670,2.125402,2.090669,2.381316,1.764541,2.283113,1.663084,1.627677,1.164185,2.177139,1.823339,1.949603,1.978004,1.682393,1.484110,1.395988,1.850321,1.667100,2.129708,1.533342,1.298467,1.592907,1.595919,1.113976,2.222072,1.449043,0.837299,1.681833,1.890548,0.533763,2.140438,1.852621
2.534987,0.731054,4.430641,2.730334,7.607727,29.845407,4.645885,1.847766,3.890063,5.832356,17.790625,28.741661,9.578249,6.638932,6.540550,9.026059,29.276424,16.062677,8.757465,5.188529,4.732478,4.075405,20.612881,7.762766,2.149283,0.800732,0.977376,1.279710,5.114688,0.833845,0.264124,0.187061,0.486266,0.721940,2.076001,1.029919,0.191279,0.386522,0.410424,1.135027,1.292342,0.557147,0.674344,0.636536,0.449208,0.933705,0.772790,1.028738,0.722142,0.736776,1.155566,0.443564,1.582780,0.336951,0.452506,1.335060,1.801022,0.727978,2.838549,1.447907,0.688499,1.301047,2.564649
1.374979,3.018369,1.158959,0.594230,1.313450,35.679295,6.588702,1.052420,2.364877,2.122635,7.159750,36.613266,13.613894,6.434286,5.571422,4.483160,9.021295,38.909508,6.570227,5.596506,2.180932,5.618031,7.999884,14.931906,4.730929,3.142634,0.789956,0.360778,1.270265,3.205631,2.457405,0.932734,1.203026,0.386099,0.279553,0.674212,0.459815,0.436395,0.464359,1.894657,0.326122,0.709099,0.285978,0.371728,1.408540,3.066562,0.333460,0.121567,0.701816,0.490539,0.600883,1.489265,0.926232,0.626077,1.053963,0.494385,0.238999,1.491260,0.872816,0.514433,0.295094,0.813198,0.253320
1.657649,1.357342,2.981112,1.189739,3.610997,32.886028,6.512661,4.703627,5.047567,8.228573,17.401325,27.310207,10.973820,5.946490,6.400647,7.582652,21.745201,27.204218,10.905708,5.990806,3.091529,5.144763,8.211211,2.874338,2.776892,2.485865,2.431607,2.733910,2.395128,2.520073,2.393605,1.998350,1.429525,1.012762,1.226851,1.757263,1.150164,1.652512,1.482466,1.401113,1.377161,0.856014,1.152674,1.111570,1.059849,1.641606,1.182749,1.483119,1.073136,1.526464,1.727774,0.080741,1.165503,0.624925,1.712394,0.385361,1.210800,1.105297,2.650725,1.608215,0.574558,1.274206,1.534087
