2.904392,2.833838,2.491310,2.214555,6.937275,51.355568,6.252187,1.651514,0.912010,1.340046,0.423377,39.038921,8.052777,2.773588,2.787363,2.921072,4.151363,13.362670,3.456468,0.920962,1.017371,0.736603,1.144263,3.683415,0.821554,0.185361,0.061069,0.367437,0.542241,1.506726,0.776776,0.301655,0.318201,0.119837,0.166400,0.318116,0.061019,0.145404,0.215900,0.056785,0.041042,0.513066,0.172931,0.566292,0.290292,0.504100,0.078868,0.085032,0.215998,0.517481,0.354482,0.160132,0.248334,0.349220,0.148898,0.037286,0.078995,0.032075,0.124729,0.163671,0.110992,0.082478,0.160456
0.621152,0.613640,3.007781,2.953067,4.987267,44.227470,6.842863,4.970333,4.812563,7.651957,17.843124,38.506584,8.872532,4.809808,2.366356,2.263725,7.461925,15.119143,5.342514,3.744630,2.710039,2.489299,3.792411,5.178514,2.648523,2.257851,2.059816,1.838521,2.855119,0.838296,1.103658,1.063906,0.915776,1.042359,0.779526,1.032385,1.046124,0.946314,0.763633,0.778242,0.521377,0.865544,0.796416,0.747811,1.040573,0.763640,0.855293,0.724170,0.657527,0.500270,0.800799,0.682543,0.991129,0.680728,0.867036,0.841074,0.904049,0.543739,0.947677,0.761121,0.746715,0.823416,1.039184
0.870501,2.523405,3.153901,2.050819,4.868881,41.785027,5.369522,2.591316,2.385724,0.708839,6.970831,57.301769,15.401854,2.829518,1.031144,1.015126,2.538217,13.671160,2.266337,2.498750,1.539773,0.454289,3.127131,5.572798,1.356298,0.093452,0.068031,0.160261,0.747842,2.252485,0.676580,0.912524,0.653068,0.457556,0.726858,0.492970,0.189160,0.425680,0.246652,0.466558,0.413782,0.903848,0.482830,0.617016,0.468194,0.442307,0.405301,0.366296,0.177263,0.177116,0.456307,0.295826,0.464363,0.222343,0.336236,0.310680,0.107668,0.183264,0.474013,0.560029,0.352570,0.332107,0.475966
0.164591,1.479818,2.670391,1.825441,3.514632,41.598625,5.677272,3.349788,3.886570,5.392412,13.616523,36.265255,6.013868,2.233587,1.546433,1.565632,5.115591,10.084772,2.944499,1.837151,1.763906,1.721944,3.670534,4.489965,1.240985,0.704086,0.666992,0.679547,1.466868,1.068687,0.441831,0.252880,0.343691,0.045992,0.147778,0.608557,0.427412,0.349996,0.420140,0.354902,0.389704,0.306879,0.206532,0.378771,0.279615,0.216918,0.381321,0.291575,0.167153,0.280901,0.359472,0.238257,0.180632,0.092142,0.137722,0.254374,0.127359,0.371916,0.105673,0.073173,0.220075,0.204717,0.101081
2.200833,2.507544,3.942261,3.700371,5.731887,33.960384,5.823911,3.614341,3.961048,5.196335,11.256475,27.948891,4.527525,2.314318,0.963709,0.600969,3.395848,6.219816,2.428829,1.278559,1.063601,0.523970,0.493685,2.310964,1.082556,0.848751,0.778188,0.717915,1.216026,0.641706,0.454997,0.377493,0.301409,0.343949,0.588521,0.229958,0.165414,0.180128,0.166312,0.265784,0.305857,0.124598,0.205694,0.194143,0.098409,0.146701,0.193680,0.148214,0.128956,0.133419,0.096677,0.108409,0.197596,0.106459,0.143888,0.150394,0.187927,0.200838,0.246824,0.045946,0.144238,0.094974,0.187475
1.019430,1.427589,1.182506,1.206808,3.635126,36.720802,5.727096,2.655345,2.928793,2.958441,4.578992,27.761322,4.813341,1.255008,0.912213,1.358247,1.706244,7.064338,2.047771,1.063279,1.585812,0.959606,0.551993,2.458552,1.146555,0.600839,0.649725,0.364285,0.316494,0.598082,0.696753,0.241848,0.402017,0.087773,0.254395,0.279924,0.302168,0.404877,0.325064,0.174262,0.198110,0.338013,0.146595,0.462082,0.085545,0.091427,0.195630,0.282166,0.229273,0.326739,0.158685,0.152337,0.129108,0.136597,0.212598,0.203657,0.097689,0.207355,0.254507,0.138860,0.148216,0.261162,0.346282
0.123359,1.064867,3.055867,2.476094,6.043319,32.949787,8.533695,5.088452,6.769436,8.573535,23.724911,38.968193,9.659466,3.660682,4.258207,2.648103,7.656990,8.821648,3.195257,1.577997,2.087417,2.181237,7.714868,5.519475,2.673030,2.271949,2.233600,1.772821,4.458400,1.198363,0.733240,0.825180,0.508296,0.355389,1.182387,0.314839,0.467760,0.514983,0.687624,0.644203,1.173800,0.491634,0.481794,0.504046,0.069613,0.350881,0.207528,0.232264,0.353117,0.309522,0.470579,0.434062,0.509406,0.293255,0.493686,0.392340,0.355307,0.616464,0.636046,0.473447,0.413628,0.482327,0.681132
1.515724,2.098189,3.716393,4.283713,7.118086,27.474817,5.547505,3.858422,4.283466,8.146173,23.563189,36.898525,8.535045,5.336473,4.078094,0.799893,5.924130,9.189481,4.021651,3.127810,2.723836,1.560079,6.436583,6.484162,3.359771,2.774310,2.355608,2.176542,2.753366,2.167702,2.054144,1.981413,1.694871,1.701031,1.536459,1.561640,1.312040,1.387191,1.255024,1.120647,1.897862,1.337947,1.236374,1.517162,1.233510,1.139696,1.257512,1.216281,0.957150,1.203893,1.166629,1.000741,1.141735,1.011079,0.923142,1.044506,1.080456,1.638354,0.925160,0.934437,0.953300,1.106069,0.948342
0.884522,1.502858,0.679676,1.481332,3.728877,25.998640,5.591680,2.523146,2.256927,3.295681,5.437739,25.923580,6.856383,2.644341,2.131301,1.705363,2.306121,7.259419,3.999374,1.267948,1.217224,0.919536,1.052960,2.095126,0.073326,0.056595,0.261415,0.189096,0.243583,0.659946,1.364954,0.433760,0.418244,0.262741,0.329190,0.283410,0.178896,0.136949,0.108205,0.135118,0.117114,0.308114,0.393606,0.051673,0.112815,0.192969,0.082737,0.200512,0.035193,0.193256,0.067939,0.141976,0.172215,0.149441,0.339631,0.131506,0.126451,0.164849,0.157555,0.092625,0.079075,0.114884,0.009217
0.677575,1.872974,3.021409,1.543795,1.248763,23.981989,3.903981,2.801635,2.511869,3.713207,8.449657,24.652615,5.220701,2.403521,1.364531,1.160086,2.267485,5.322785,1.621598,1.162820,0.603244,0.766355,2.094092,1.580591,0.238082,0.325204,0.263897,0.304173,0.560139,0.837315,0.234612,0.168820,0.104053,0.056620,0.106688,0.407339,0.210922,0.152868,0.246527,0.124296,0.397517,0.119051,0.182506,0.130805,0.151630,0.155473,0.059353,0.085704,0.065725,0.099026,0.176044,0.055310,0.011774,0.246433,0.069220,0.105145,0.205053,0.177543,0.052514,0.109300,0.070455,0.104952,0.162590
